0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000003,0.000006,0.000011,0.000019,0.000032,0.000053,0.000085,0.000131,0.000198,0.000290,0.000414,0.000574,0.000775,0.001017,0.001299,0.001613,0.001948,0.002288,0.002614,0.002905,0.003140,0.003301,0.003375,0.003357,0.003247,0.003054,0.002795,0.002487,0.002153,0.001812,0.001484,0.001182,0.000915,0.000690,0.000505,0.000360,0.000250,0.000168
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000004,0.000008,0.000015,0.000027,0.000046,0.000078,0.000128,0.000204,0.000316,0.000477,0.000699,0.000997,0.001384,0.001868,0.002452,0.003131,0.003888,0.004696,0.005516,0.006303,0.007004,0.007570,0.007958,0.008137,0.008092,0.007827,0.007363,0.006737,0.005995,0.005189,0.004369,0.003577,0.002849,0.002206,0.001662,0.001218,0.000868,0.000602,0.000406
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000003,0.000005,0.000010,0.000019,0.000034,0.000060,0.000104,0.000174,0.000285,0.000454,0.000704,0.001062,0.001557,0.002221,0.003082,0.004160,0.005461,0.006972,0.008658,0.010457,0.012284,0.014035,0.015597,0.016858,0.017722,0.018120,0.018020,0.017429,0.016397,0.015003,0.013351,0.011556,0.009729,0.007966,0.006344,0.004914,0.003702,0.002712,0.001933,0.001340,0.000903
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000003,0.000006,0.000012,0.000022,0.000040,0.000072,0.000126,0.000216,0.000361,0.000590,0.000938,0.001451,0.002187,0.003206,0.004572,0.006342,0.008559,0.011235,0.014344,0.017812,0.021513,0.025272,0.028874,0.032087,0.034682,0.036459,0.037278,0.037071,0.035857,0.033732,0.030864,0.027467,0.023774,0.020014,0.016388,0.013051,0.010109,0.007615,0.005580,0.003977,0.002756,0.001858
0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000003,0.000005,0.000009,0.000016,0.000027,0.000048,0.000085,0.000147,0.000251,0.000424,0.000701,0.001136,0.001797,0.002772,0.004168,0.006103,0.008697,0.012061,0.016272,0.021355,0.027262,0.033852,0.040885,0.048028,0.054875,0.060981,0.065911,0.069289,0.070845,0.070453,0.068144,0.064106,0.058656,0.052199,0.045181,0.038036,0.031144,0.024802,0.019211,0.014473,0.010605,0.007557,0.005238,0.003532
0.000000,0.000000,0.000001,0.000002,0.000003,0.000006,0.000010,0.000017,0.000027,0.000044,0.000071,0.000115,0.000187,0.000304,0.000495,0.000804,0.001296,0.002060,0.003220,0.004929,0.007374,0.010763,0.015310,0.021207,0.028592,0.037510,0.047875,0.059440,0.071785,0.084323,0.096342,0.107061,0.115715,0.121645,0.124377,0.123688,0.119635,0.112545,0.102977,0.091642,0.079321,0.066777,0.054677,0.043543,0.033727,0.025409,0.018618,0.013268,0.009197,0.006200
0.000001,0.000002,0.000004,0.000007,0.000013,0.000022,0.000036,0.000058,0.000091,0.000139,0.000208,0.000308,0.000457,0.000679,0.001020,0.001547,0.002361,0.003609,0.005485,0.008243,0.012185,0.017652,0.024993,0.034524,0.046471,0.060909,0.077697,0.096437,0.116445,0.136772,0.156258,0.173638,0.187672,0.197288,0.201718,0.200601,0.194027,0.182529,0.167010,0.148627,0.128645,0.108300,0.088676,0.070619,0.054699,0.041208,0.030194,0.021518,0.014915,0.010055
0.000004,0.000007,0.000014,0.000025,0.000045,0.000077,0.000126,0.000198,0.000302,0.000446,0.000639,0.000894,0.001231,0.001682,0.002302,0.003182,0.004463,0.006357,0.009155,0.013235,0.019059,0.027145,0.038028,0.052192,0.069982,0.091518,0.116594,0.144611,0.174543,0.204966,0.234140,0.260167,0.281185,0.295587,0.302222,0.300546,0.290696,0.273469,0.250219,0.222676,0.192738,0.162257,0.132856,0.105804,0.081952,0.061739,0.045238,0.032239,0.022347,0.015065
0.000011,0.000023,0.000044,0.000081,0.000144,0.000245,0.000399,0.000626,0.000943,0.001370,0.001919,0.002603,0.003431,0.004424,0.005626,0.007128,0.009096,0.011797,0.015625,0.021111,0.028911,0.039773,0.054471,0.073706,0.097988,0.127497,0.161958,0.200545,0.241834,0.283843,0.324156,0.360138,0.389203,0.409121,0.418296,0.415973,0.402338,0.378495,0.346315,0.308194,0.266759,0.224571,0.183879,0.146437,0.113425,0.085450,0.062611,0.044621,0.030929,0.020851
0.000033,0.000066,0.000127,0.000234,0.000413,0.000700,0.001140,0.001781,0.002672,0.003853,0.005345,0.007141,0.009212,0.011513,0.014012,0.016727,0.019785,0.023462,0.028236,0.034799,0.044043,0.057009,0.074781,0.098349,0.128439,0.165336,0.208715,0.257522,0.309923,0.363362,0.414724,0.460614,0.497706,0.523134,0.534842,0.531860,0.514421,0.483933,0.442787,0.394047,0.341069,0.287129,0.235101,0.187229,0.145022,0.109253,0.080053,0.057051,0.039544,0.026659
0.000084,0.000169,0.000324,0.000597,0.001054,0.001787,0.002905,0.004532,0.006786,0.009756,0.013471,0.017877,0.022828,0.028099,0.033430,0.038608,0.043560,0.048458,0.053796,0.060429,0.069546,0.082579,0.101043,0.126340,0.159515,0.201035,0.250582,0.306918,0.367846,0.430291,0.490508,0.544426,0.588064,0.617998,0.631773,0.628221,0.607608,0.571591,0.522990,0.465420,0.402846,0.339136,0.277684,0.221141,0.171289,0.129042,0.094553,0.067384,0.046707,0.031488
0.000192,0.000383,0.000736,0.001355,0.002393,0.004053,0.006587,0.010271,0.015365,0.022058,0.030393,0.040210,0.051105,0.062454,0.073492,0.083461,0.091804,0.098363,0.103530,0.108316,0.114312,0.123527,0.138136,0.160167,0.191179,0.231964,0.282321,0.340917,0.405283,0.471940,0.536661,0.594868,0.642105,0.674548,0.689458,0.685519,0.662997,0.623683,0.570646,0.507828,0.439551,0.370036,0.302985,0.241290,0.186896,0.140799,0.103167,0.073524,0.050963,0.034357
0.000386,0.000773,0.001484,0.002732,0.004823,0.008170,0.013275,0.020693,0.030943,0.044391,0.061107,0.080727,0.102373,0.124682,0.145942,0.164376,0.178495,0.187466,0.191395,0.191460,0.189832,0.189404,0.193376,0.204767,0.225958,0.258298,0.301862,0.355346,0.416122,0.480441,0.543769,0.601229,0.648111,0.680389,0.695184,0.691091,0.668327,0.628671,0.575198,0.511873,0.443051,0.372982,0.305396,0.243210,0.188383,0.141920,0.103989,0.074109,0.051368,0.034631
0.000692,0.001384,0.002657,0.004891,0.008636,0.014627,0.023764,0.037036,0.055370,0.079412,0.109264,0.144243,0.182726,0.222175,0.259388,0.290964,0.313921,0.326327,0.327790,0.319673,0.304973,0.287878,0.273096,0.265120,0.267549,0.282592,0.310796,0.351011,0.400551,0.455514,0.511202,0.562626,0.605021,0.634350,0.647726,0.643703,0.622400,0.585423,0.535609,0.476634,0.412546,0.347300,0.284368,0.226464,0.175411,0.132147,0.096828,0.069006,0.047831,0.032246
0.001100,0.002201,0.004224,0.007776,0.013729,0.023253,0.037778,0.058872,0.088007,0.126199,0.173600,0.229095,0.290060,0.352389,0.410879,0.459949,0.494612,0.511446,0.509365,0.489949,0.457262,0.417171,0.376361,0.341246,0.317030,0.307057,0.312524,0.332542,0.364437,0.404221,0.447138,0.488210,0.522765,0.546889,0.557785,0.554003,0.535517,0.503632,0.460747,0.410002,0.354868,0.298742,0.244608,0.194800,0.150885,0.113671,0.083290,0.059357,0.041143,0.027737
0.001553,0.003107,0.005963,0.010977,0.019382,0.032826,0.053328,0.083102,0.124220,0.178114,0.244984,0.323240,0.409145,0.496852,0.578930,0.647380,0.694977,0.716640,0.710497,0.678352,0.625429,0.559442,0.489240,0.423351,0.368741,0.330010,0.309089,0.305401,0.316333,0.337873,0.365273,0.393659,0.418546,0.436230,0.444069,0.440633,0.425725,0.400283,0.366157,0.325813,0.281993,0.237390,0.194372,0.154793,0.119897,0.090325,0.066184,0.047167,0.032693,0.022041
0.001947,0.003895,0.007475,0.013759,0.024294,0.041145,0.066842,0.104159,0.155691,0.223230,0.307019,0.405052,0.512624,0.622370,0.724922,0.810171,0.868938,0.894685,0.884841,0.841382,0.770512,0.681519,0.585104,0.491601,0.409490,0.344454,0.299075,0.273085,0.263986,0.267828,0.279976,0.295763,0.310976,0.322193,0.326974,0.323938,0.312736,0.293935,0.268827,0.239186,0.207008,0.174263,0.142683,0.113629,0.088013,0.066305,0.048583,0.034624,0.023999,0.016179
